,safegraph_place_id,location_name,latitude,longitude,city,region,postal_code,stateFIPS,countyFIPS,countyName,poi_cbg,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,base,size
2224,sg:2f84674c1cee429281747d819fbdf2d9,Lutheran Church Of The Good,36.690683,-121.660008,Salinas,CA,93907,06,06053,Monterey County,060530018023,81.0,68.0,24.0,18.0,14.0,9.0,16.0,46.0,3.0
2225,sg:2f84cc4b9039467889d0bf45f10b7f60,Victory Outreach Church Of The San Fernando Valley,34.239606,-118.42881799999999,Arleta,CA,91331,06,06037,Los Angeles County,060371198001,95.0,85.0,72.0,61.0,35.0,41.0,27.0,78.5,4.0
2226,sg:2f87389bb63d4b3ab9ea9c23b96e74f4,Saint Joseph Catholic Church,33.751467,-117.86291899999999,Santa Ana,CA,92701,06,06059,Orange County,060590744052,176.0,160.0,167.0,105.0,11.0,16.0,21.0,163.5,5.0
2227,sg:2f97c1bccd5d4e659ba22bc006676b20,Hope Community Church,34.905368,-120.451935,Santa Maria,CA,93455,06,06083,Santa Barbara County,060830020112,5.0,8.0,5.0,5.0,1.0,5.0,1.0,6.5,0.0
2228,sg:2f999dc1409b4fbc96c3d9a836b4f066,First Ame Church,34.034822,-118.306937,Los Angeles,CA,90018,06,06037,Los Angeles County,060372215001,7.0,8.0,11.0,5.0,1.0,4.0,2.0,9.5,0.0
2229,sg:2f99d7e2826c45db8fdd580d5121abe1,Bay View District,37.868046,-122.261978,Berkeley,CA,94704,06,06001,Alameda County,060014228003,5.0,6.0,4.0,2.0,0.0,0.0,0.0,5.0,0.0
2230,sg:2f9b886f3bf04de8bb40997cbc9b32f8,Grace Church,37.742519,-121.434375,Tracy,CA,95376,06,06077,San Joaquin County,060770053034,51.0,45.0,41.0,26.0,6.0,4.0,5.0,43.0,3.0
2231,sg:2fa529ec80854c31b748fc51821c4c4c,Chabad Of The Inland Empire,34.095498,-117.620092,Rancho Cucamonga,CA,91730,06,06071,San Bernardino County,060710021011,32.0,30.0,21.0,18.0,9.0,7.0,6.0,25.5,2.0
2232,sg:2faac4fdd3ae48bcb966e5bde0119441,St Athanasius Church,37.405479,-122.09666999999999,Mountain View,CA,94043,06,06085,Santa Clara County,060855093021,54.0,39.0,36.0,25.0,7.0,9.0,11.0,37.5,3.0
2233,sg:2fb7be377d9346d88cbbc85f1ba0feab,Garden Baptist Church,37.611128,-122.027524,Hayward,CA,94544,06,06001,Alameda County,060014381005,19.0,18.0,14.0,10.0,5.0,10.0,3.0,16.0,1.0
2234,sg:2fca35f6ce8b48e69d7dc1117ce9d02d,Morongo Moravian Church,33.956035,-116.82761699999999,Banning,CA,92220,06,06065,Riverside County,060650438134,6.0,8.0,4.0,3.0,1.0,3.0,4.0,6.0,0.0
2235,sg:2fe276e39daa4f509ad4b64d03a4ff16,Landmark Missionary Baptist Church,37.321505,-119.63193600000001,Oakhurst,CA,93644,06,06039,Madera County,060390001042,3.0,7.0,4.0,4.0,6.0,4.0,3.0,5.5,0.0
2236,sg:2fede3a309074d01b453627ba01b5493,Galatians Community Church,37.954246999999995,-121.27963000000001,Stockton,CA,95202,06,06077,San Joaquin County,060770001001,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
2237,sg:2ff7dbb030684f948bb40711ca235fba,Tu Vien Tuong Van,33.142621999999996,-117.05433500000001,Escondido,CA,92027,06,06073,San Diego County,060730202081,55.0,54.0,39.0,44.0,31.0,25.0,30.0,46.5,3.0
2238,sg:2ffa24af3a9b4c32abc719cbbf1e0225,Springdale Baptist Church,33.757816,-118.02503,Westminster,CA,92683,06,06059,Orange County,060590996031,4.0,4.0,3.0,0.0,1.0,2.0,1.0,3.5,0.0
2239,sg:2ffc58ec945643af9a49e5a744b4125c,Primera Iglesia Bautista Emmanuel,38.363255,-121.978784,Vacaville,CA,95688,06,06095,Solano County,060952532045,39.0,49.0,33.0,34.0,20.0,15.0,29.0,41.0,3.0
2240,sg:2fff64ccc13f48deb87796e90e1f49e8,Faith Community Church of Redding,40.560902,-122.29820500000001,Redding,CA,96003,06,06089,Shasta County,060890108051,3.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0
2241,sg:3008e16b5a614766b99fc695066273f2,United Mexican Baptist Church,34.0455,-118.21128999999999,Los Angeles,CA,90033,06,06037,Los Angeles County,060372044201,78.0,77.0,55.0,33.0,35.0,25.0,37.0,66.0,4.0
2242,sg:300ba3d612ee4fbea70e561deac00674,St James Orthodox Church,37.639062,-121.017429,Modesto,CA,95351,06,06099,Stanislaus County,060990015002,57.0,43.0,52.0,61.0,35.0,44.0,34.0,47.5,3.0
2243,sg:300f81a399974baf9029b1e1bff7ebd5,Ignite Community Church,38.465548999999996,-121.41351999999999,Sacramento,CA,95828,06,06067,Sacramento County,060670093191,37.0,32.0,34.0,19.0,10.0,18.0,21.0,33.0,3.0
2244,sg:30141bc173114f1f8c98520faba49380,Pathway Community Church,37.670544,-121.86791000000001,Pleasanton,CA,94566,06,06001,Alameda County,060014507461,15.0,19.0,19.0,4.0,2.0,2.0,8.0,19.0,1.0
2245,sg:3018909346d64b86af953d230290e703,New Life Community,34.050989,-118.272632,Los Angeles,CA,90017,06,06037,Los Angeles County,060372093001,26.0,23.0,28.0,11.0,6.0,8.0,10.0,25.5,2.0
2246,sg:301dd63fb87f44d1a0b2b08989980ff9,Tabernacle of Faith Baptist Church,33.931249,-118.25386499999999,Los Angeles,CA,90059,06,06037,Los Angeles County,060372426003,82.0,73.0,54.0,55.0,29.0,24.0,33.0,63.5,4.0
2247,sg:30243a51bcac41c1a254be02b72f24b8,Bethel Lutheran Church,34.057078000000004,-118.3553,Los Angeles,CA,90036,06,06037,Los Angeles County,060372163001,142.0,142.0,92.0,80.0,41.0,42.0,31.0,117.0,5.0
2248,sg:30358ac947724cd0b9ca1e51d4492784,North Park Apostolic Church,32.732796,-117.03256699999999,Lemon Grove,CA,91945,06,06073,San Diego County,060730140014,28.0,37.0,30.0,18.0,18.0,13.0,16.0,33.5,3.0
2249,sg:303737a0e72445d0b1e5481f6a6031d5,Universal Church Of The Kingdom Of God,37.796715,-122.25123,Oakland,CA,94606,06,06001,Alameda County,060014054012,60.0,77.0,47.0,38.0,31.0,38.0,26.0,62.0,4.0
2250,sg:303c4439a6ba422aa55741d8ed94d5dd,Calvary Chapel of the High Desert,34.456478999999995,-117.341945,Hesperia,CA,92345,06,06071,San Bernardino County,060710100102,212.0,262.0,211.0,163.0,26.0,61.0,98.0,236.5,5.0
2251,sg:3051edd00ca84def9a0f696d228fd09b,Masjid Abu Bakr Al Siddiq,37.632133,-122.048546,Hayward,CA,94544,06,06001,Alameda County,060014351041,55.0,68.0,64.0,31.0,10.0,12.0,19.0,66.0,4.0
2252,sg:305cd285ee6a44359c23bbdc26ae8856,Hospital Liaison Commitee of Jehovah Witnesses,34.288623,-118.43018000000001,San Fernando,CA,91340,06,06037,Los Angeles County,060373202024,58.0,74.0,63.0,46.0,32.0,27.0,34.0,68.5,4.0
2253,sg:305ce3e093ef4a3cba2a8982b3f17757,St Paul Calvary,33.959517,-118.265406,Los Angeles,CA,90003,06,06037,Los Angeles County,060372400101,1.0,3.0,3.0,1.0,0.0,1.0,0.0,3.0,0.0
2254,sg:305d23be54154e34abeb4081410071fe,First Christian Church Disciples of Christ,39.748012,-121.57194299999999,Paradise,CA,95969,06,06007,Butte County,060070023001,20.0,22.0,25.0,8.0,17.0,17.0,16.0,23.5,2.0
2255,sg:3070c8d2e1454235a8fba6f2d3609f87,Lighthouse Bible Church,34.278112,-118.697883,Simi Valley,CA,93063,06,06111,Ventura County,061110082012,12.0,18.0,11.0,10.0,1.0,7.0,1.0,14.5,1.0
2256,sg:3074d9bac67b43389308316a4f38a5fd,Iglesia Nueva Vision,33.652738,-117.931665,Costa Mesa,CA,92627,06,06059,Orange County,060590638081,8.0,12.0,12.0,9.0,5.0,2.0,2.0,12.0,1.0
2257,sg:3076623ca86f4023bfcdde9b3362e2c4,Sa Rang Community Church,33.839352000000005,-117.95208000000001,Anaheim,CA,92801,06,06059,Orange County,060590871022,214.0,207.0,170.0,55.0,12.0,20.0,23.0,188.5,5.0
2258,sg:3076669bfc0c45038f5b1b0d3c2eca70,Sun Grove Church,38.426254,-121.48346299999999,Elk Grove,CA,95758,06,06067,Sacramento County,060670096191,93.0,89.0,90.0,48.0,3.0,2.0,10.0,89.5,4.0
2259,sg:309645980e4a43aa9954d4021ce58d14,Community United Methodist Church Wrightwood,34.357853999999996,-117.62803000000001,Wrightwood,CA,92397,06,06071,San Bernardino County,060710092012,29.0,24.0,25.0,26.0,15.0,25.0,15.0,24.5,2.0
2260,sg:309893d61da447099788d1c2ea474c67,Bethel Encino ELCA Church,34.171944,-118.51451499999999,Encino,CA,91316,06,06037,Los Angeles County,060371390012,11.0,7.0,3.0,8.0,2.0,4.0,6.0,5.0,0.0
2261,sg:309b6351031644aabee5e1657c38975c,Western American Buddhist Association,34.07513,-118.21483300000001,Los Angeles,CA,90031,06,06037,Los Angeles County,060371992012,23.0,20.0,15.0,12.0,7.0,9.0,10.0,17.5,1.0
2262,sg:30a2a02b08e045d68705919dbc28b8e8,Paseo Del Rey Church,32.63258,-117.027355,Chula Vista,CA,91910,06,06073,San Diego County,060730134093,61.0,47.0,43.0,49.0,17.0,16.0,19.0,45.0,3.0
2263,sg:30a5946603504472b44fc4189adce572,New Life Church Terrace Campus,35.351248,-119.010461,Bakersfield,CA,93304,06,06029,Kern County,060290026001,97.0,82.0,64.0,49.0,25.0,28.0,38.0,73.0,4.0
2264,sg:30a8dd9f8ab24fe79074659e4183dcde,Indonesia Presbyterian Fellowship,33.878726,-117.94174299999999,Fullerton,CA,92832,06,06059,Orange County,060590112003,6.0,13.0,7.0,5.0,0.0,0.0,2.0,10.0,1.0
2265,sg:30bf8a32591c4046905238adba88571b,Jehovah's Witnesses,38.516372,-121.418128,Sacramento,CA,95824,06,06067,Sacramento County,060670032042,76.0,59.0,60.0,47.0,18.0,20.0,33.0,59.5,4.0
2266,sg:30bfffb325a44b9780751b611cb55de4,The Church of Jesus Christ of Latter day Saints,33.999901,-117.029541,Calimesa,CA,92320,06,06065,Riverside County,060650438021,93.0,79.0,64.0,68.0,26.0,26.0,28.0,71.5,4.0
2267,sg:30c37d79ebdc4e839e16d58367e65e0a,Faith Community Church,33.822739,-116.40088100000001,Thousand Palms,CA,92276,06,06065,Riverside County,060650445051,7.0,7.0,7.0,5.0,4.0,2.0,2.0,7.0,0.0
2268,sg:30c43394d4c54edc9bc2a8d4fa229a40,L A Greater Mount Olive Church of God In Christ,33.977808,-118.28240900000002,Los Angeles,CA,90003,06,06037,Los Angeles County,060372376003,89.0,87.0,89.0,59.0,63.0,57.0,72.0,88.0,4.0
2269,sg:30c6f852eb2e4ee78eb3fdd899920b78,Deer Park Monastery,33.172731,-117.0783,Escondido,CA,92026,06,06073,San Diego County,060730201031,8.0,7.0,9.0,3.0,4.0,1.0,6.0,8.0,0.0
2270,sg:30ca9f6530e24cf6828ccf52447b49af,Iglesia Fuente De Salvacion,37.970946999999995,-122.348051,San Pablo,CA,94806,06,06013,Contra Costa County,060133660022,78.0,73.0,45.0,45.0,30.0,22.0,37.0,59.0,4.0
2271,sg:30d0960804eb4b39a6a00a08597e3ec7,Tu Vien Dai Bi,33.74859,-117.91235400000001,Santa Ana,CA,92703,06,06059,Orange County,060590891053,54.0,59.0,37.0,32.0,22.0,21.0,11.0,48.0,3.0
2272,sg:30dd8691681c4c97bc8f9f841e302a73,St Paul's Baptist Church,34.272014,-118.41614399999999,Pacoima,CA,91331,06,06037,Los Angeles County,060371043202,44.0,56.0,36.0,32.0,21.0,29.0,32.0,46.0,3.0
2273,sg:30e1425acc0d4ed2913559faba7ed477,Korean American Trinity Presbyterian Church,33.824154,-117.91927199999999,Anaheim,CA,92805,06,06059,Orange County,060590874053,91.0,56.0,51.0,36.0,25.0,21.0,21.0,53.5,4.0
2274,sg:30e7f1edcdc84ade9840db7b68349b3f,Methodist Church Trinity Umc,39.212051,-122.00915,Colusa,CA,95932,06,06011,Colusa County,060110005002,43.0,12.0,10.0,14.0,6.0,12.0,13.0,11.0,1.0
2275,sg:30ea39b38a244d7b8aff26373da7f59b,St Mary in Palms,34.027464,-118.39941699999999,Los Angeles,CA,90034,06,06037,Los Angeles County,060372701003,0.0,24.0,13.0,9.0,3.0,4.0,2.0,18.5,1.0
2276,sg:30ea7712f53d4ba1a6e77cf4bec119a7,Grace United Methodist Church,33.988614,-118.346708,Los Angeles,CA,90043,06,06037,Los Angeles County,060372351003,45.0,56.0,50.0,51.0,20.0,22.0,21.0,53.0,4.0
2277,sg:30eab28155a8479083f1da04d839800a,Jehovah's Witnesses,33.773394,-118.15937199999999,Long Beach,CA,90814,06,06037,Los Angeles County,060375768021,83.0,87.0,76.0,65.0,37.0,47.0,57.0,81.5,4.0
2278,sg:30eb64c372a44e17b8074c57505abcef,First Christian Church of North Hollywood,34.150138,-118.38735,Studio City,CA,91604,06,06037,Los Angeles County,060371433003,9.0,8.0,8.0,2.0,1.0,0.0,2.0,8.0,0.0
2279,sg:30eed0641d894067b4400a5ebb07bbbd,St Andrew's United Methodist Church,38.678504,-121.33747199999999,Sacramento,CA,95841,06,06067,Sacramento County,060670075011,75.0,82.0,70.0,52.0,18.0,25.0,13.0,76.0,4.0
2280,sg:30efcf9ed14941d2a61af62db1991f80,Glorious Kingdom Primitive Baptist Church,37.830729999999996,-122.26268400000001,Oakland,CA,94609,06,06001,Alameda County,060014011002,21.0,27.0,12.0,7.0,4.0,12.0,8.0,19.5,1.0
2281,sg:30f3ba001cf34581ac171a8780555e7e,Trinity Life Chapel Pentecostal Holiness Church,35.41943300000001,-119.066506,Bakersfield,CA,93308,06,06029,Kern County,060290005042,36.0,29.0,16.0,19.0,19.0,14.0,15.0,22.5,2.0
2282,sg:30fed13973304db3bc882fef7299fb97,Elsinore Christian Center,33.66944,-117.33484299999999,Lake Elsinore,CA,92530,06,06065,Riverside County,060650430061,11.0,4.0,6.0,5.0,4.0,6.0,6.0,5.0,0.0
2283,sg:30ff7dc86d7a41b98e8c7af582904541,El Sermon Del Monte,34.001453999999995,-118.481474,Santa Monica,CA,90405,06,06037,Los Angeles County,060377021024,47.0,62.0,29.0,24.0,14.0,16.0,18.0,45.5,3.0
2284,sg:3111b0d2ff3544039fb3d0417b18a3eb,Aurora Korean Baptist Church,34.921625,-120.438782,Santa Maria,CA,93458,06,06083,Santa Barbara County,060830024024,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.5,0.0
2285,sg:3113b3166f534c2a9e393fb6762fa322,Rosemead Christian Church,34.081021,-118.080386,Rosemead,CA,91770,06,06037,Los Angeles County,060374322012,5.0,3.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0
2286,sg:311418447af6425d8795b904ba1ec555,New Hope Missionary Baptist Church,34.043642,-117.732571,Pomona,CA,91766,06,06037,Los Angeles County,060374029031,83.0,75.0,63.0,26.0,31.0,29.0,41.0,69.0,4.0
2287,sg:3116a793ddda4a4b8b9b7da594b61885,The Church of Jesus Christ of Latter day Saints,33.191023,-117.348078,Oceanside,CA,92054,06,06073,San Diego County,060730185042,85.0,84.0,101.0,48.0,8.0,6.0,11.0,92.5,4.0
2288,sg:311e1234c0244651bcbcf765b4ddbf87,First Orthodox Presbyterian Church,37.369991,-122.057544,Sunnyvale,CA,94087,06,06085,Santa Clara County,060855084016,1.0,5.0,2.0,1.0,0.0,3.0,0.0,3.5,0.0
2289,sg:31203e5f0fbb4565b16a501a12462d8b,Starlight Baptist Church,37.759278,-122.188722,Oakland,CA,94621,06,06001,Alameda County,060014088001,10.0,12.0,10.0,7.0,8.0,6.0,4.0,11.0,1.0
2290,sg:31245b61f0ae4315ab8fb05c9e48e683,Cornerstone Church of Silicon Valley,37.311421,-121.913024,San Jose,CA,95126,06,06085,Santa Clara County,060855019002,11.0,19.0,18.0,8.0,11.0,10.0,4.0,18.5,1.0
2291,sg:3124e7e29fbe494691bb0c5f188c7b79,Holy Trinity Lutheran Church,40.735478,-122.961876,Weaverville,CA,96093,06,06105,Trinity County,061050001023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2292,sg:3127f9430e074e1bbb3fa407b6063d26,Amador Christian Center,38.454752,-120.915327,Plymouth,CA,95669,06,06005,Amador County,060050002005,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
2293,sg:312c0db7f22f42129adf7724cbe98451,Lighthouse Mission Church of God In Christ,37.815738,-122.27788999999999,Oakland,CA,94607,06,06001,Alameda County,060014016002,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0
2294,sg:312dc760a3a64277b915ee4dd30aedf1,Tarbiya House Natomas,38.644865,-121.486966,Sacramento,CA,95834,06,06067,Sacramento County,060670070191,28.0,34.0,46.0,23.0,8.0,8.0,9.0,40.0,3.0
2295,sg:312f6426c1ef46b29a1e18cf4b82e2ca,Church of Christ,38.907312,-121.062767,Auburn,CA,95603,06,06061,Placer County,060610203001,39.0,39.0,34.0,32.0,22.0,31.0,33.0,36.5,3.0
2296,sg:3132fb1c960641609cce1ad618fa50fc,Dwelling Place Family Church,33.727625,-116.95383600000001,Hemet,CA,92544,06,06065,Riverside County,060650433132,54.0,51.0,62.0,43.0,21.0,28.0,30.0,56.5,4.0
2297,sg:313ea0bdb4b743fc84413896b9e24c0a,Church of Christ,37.759238,-120.998209,Escalon,CA,95320,06,06077,San Joaquin County,060770049022,7.0,3.0,0.0,2.0,1.0,2.0,3.0,1.5,0.0
2298,sg:314ab42b38ca449dbbc2609e0e0b96c3,New Beginning Apostolic Assembly,36.726921000000004,-119.8043,Fresno,CA,93706,06,06019,Fresno County,060190003003,33.0,51.0,50.0,28.0,8.0,7.0,20.0,50.5,4.0
2299,sg:314acd1464de43318730babe9ffb7347,Lake Morena Community Church,32.678779999999996,-116.50574099999999,Campo,CA,91906,06,06073,San Diego County,060730211003,6.0,8.0,5.0,4.0,6.0,4.0,5.0,6.5,0.0
2300,sg:314f93c04ca9441ea7623a65123e330e,Piru Community Church,34.416765999999996,-118.791183,Piru,CA,93040,06,06111,Ventura County,061110002001,28.0,39.0,37.0,16.0,10.0,13.0,11.0,38.0,3.0
2301,sg:3150668ab9304aeb98babbe4c946643a,Saint Raphael Korean Catholic Center,33.901902,-118.068826,Norwalk,CA,90650,06,06037,Los Angeles County,060375527001,137.0,142.0,101.0,56.0,12.0,14.0,36.0,121.5,5.0
2302,sg:31528eace550470d93e2a64581893075,Living Faith Presbyterian Church,34.04705,-118.324021,Los Angeles,CA,90019,06,06037,Los Angeles County,060372181101,9.0,7.0,3.0,6.0,0.0,0.0,14.0,5.0,0.0
2303,sg:315c078917c54f1eb208a6467f8cf8d9,All Souls Ccd Office,37.656998,-122.414745,South San Francisco,CA,94080,06,06081,San Mateo County,060816022002,48.0,40.0,42.0,22.0,5.0,7.0,5.0,41.0,3.0
2304,sg:315f3b6ad68c4933b88d55dc24e4ece6,St Peter Chaldean Catholic Cathedral,32.753972,-116.923406,El Cajon,CA,92019,06,06073,San Diego County,060730136041,512.0,480.0,404.0,289.0,36.0,54.0,150.0,442.0,5.0
2305,sg:3162d066d0a9498a85b2c5dc3a7f4233,New Canaan Baptist Church,37.073991,-120.8326,Los Banos,CA,93635,06,06047,Merced County,060470023022,28.0,33.0,35.0,29.0,21.0,31.0,40.0,34.0,3.0
2306,sg:316514f4cc0e4c14bf705dbec5165fe3,Advent Christian Church,36.963099,-121.976188,Santa Cruz,CA,95062,06,06087,Santa Cruz County,060871216004,17.0,36.0,27.0,16.0,8.0,7.0,8.0,31.5,3.0
2307,sg:316ed68933314b4491dace43c4753a26,First Baptist Church of Lincoln,38.886210999999996,-121.303927,Lincoln,CA,95648,06,06061,Placer County,060610214031,38.0,33.0,37.0,29.0,29.0,32.0,27.0,35.0,3.0
2308,sg:316edfe371a549abb37c296e7a8b86f8,St Patrick's Catholic Church,33.122060999999995,-115.513349,Calipatria,CA,92233,06,06025,Imperial County,060250101022,36.0,31.0,15.0,9.0,4.0,6.0,15.0,23.0,2.0
2309,sg:31753f55a2dc441d97a3039242b70a90,The Sanctuary Church,33.679992,-117.877707,Costa Mesa,CA,92626,06,06059,Orange County,060590626102,25.0,31.0,23.0,15.0,4.0,0.0,9.0,27.0,2.0
2310,sg:317874bf3cda4a698f758799b037ec7e,Agape Community Church,37.973898999999996,-122.34536200000001,San Pablo,CA,94806,06,06013,Contra Costa County,060133660012,19.0,18.0,14.0,21.0,8.0,10.0,16.0,16.0,1.0
2311,sg:31992e9c6f394a24befbe92dd0bd0f48,Westgate Church South Hills Campus,37.222182000000004,-121.855719,San Jose,CA,95120,06,06085,Santa Clara County,060855119072,47.0,65.0,84.0,33.0,11.0,28.0,16.0,74.5,4.0
2312,sg:319cee4740564e599401e166018dc07f,The Church of Jesus Christ of Latter day Saints,37.998546999999995,-122.10406599999999,Martinez,CA,94553,06,06013,Contra Costa County,060133200031,38.0,34.0,40.0,24.0,10.0,13.0,14.0,37.0,3.0
2313,sg:31a6ab5ae77d4375bff810bfe963fcc4,First Church of the Nazarene Anaheim,33.853097999999996,-117.90527,Anaheim,CA,92805,06,06059,Orange County,060590864041,142.0,110.0,123.0,61.0,41.0,48.0,66.0,116.5,5.0
2314,sg:31b53882b28b4e43bbea64c9585cd977,Boyle Heights Foursquare Church,34.021194,-118.19241399999999,Los Angeles,CA,90023,06,06037,Los Angeles County,060372049101,26.0,21.0,23.0,14.0,13.0,15.0,13.0,22.0,2.0
2315,sg:31b6c63ad2154b9f872bcafd053da0e9,Faith Fellowship Foundation,33.029340000000005,-117.05230300000001,San Diego,CA,92128,06,06073,San Diego County,060730170191,20.0,28.0,29.0,35.0,15.0,17.0,22.0,28.5,2.0
2316,sg:31bede3111eb42d3acf84fa77a539189,Transformation Ministries,34.071757,-117.86256399999999,Covina,CA,91724,06,06037,Los Angeles County,060374036002,17.0,28.0,21.0,15.0,3.0,13.0,15.0,24.5,2.0
2317,sg:31c70be06f60430087d026cfe1989792,Jehovah's Witnesses Lamar Congregation,32.739999,-117.003859,Spring Valley,CA,91977,06,06073,San Diego County,060730137022,105.0,153.0,84.0,58.0,44.0,40.0,37.0,118.5,5.0
2318,sg:31ca45d0f1f64c02b982d562a09a837e,Trinity Baptist Church,33.945797999999996,-117.15391399999999,Moreno Valley,CA,92555,06,06065,Riverside County,060650424011,44.0,47.0,61.0,31.0,9.0,17.0,9.0,54.0,4.0
2319,sg:31cb0432740849f8857089142541e14d,The Restoration Temple,33.840281,-117.962166,Anaheim,CA,92801,06,06059,Orange County,060590868022,4.0,2.0,5.0,1.0,0.0,1.0,12.0,3.5,0.0
2320,sg:31cd9b4fc9f342d1a6310f4e96e47311,Church At Lake Berryessa,38.447212,-122.19593400000001,Napa,CA,94558,06,06055,Napa County,060552018002,13.0,15.0,20.0,10.0,21.0,33.0,26.0,17.5,1.0
2321,sg:31d00bba3f144d55b0d56757425183ca,New Song Community Church,38.892951000000004,-121.28870800000001,Lincoln,CA,95648,06,06061,Placer County,060610214011,54.0,45.0,45.0,27.0,20.0,24.0,24.0,45.0,3.0
2322,sg:31d1219e21444f9692b4eb8540aea594,Glide Memorial Church,37.785193,-122.411391,San Francisco,CA,94102,06,06075,San Francisco County,060750123011,13.0,7.0,6.0,4.0,0.0,1.0,0.0,6.5,0.0
2323,sg:31dfbd1ea82c4e969b664fcba6a16495,The Lord's Church,38.550312,-121.279269,Mather,CA,95655,06,06067,Sacramento County,060670088012,3.0,20.0,18.0,32.0,28.0,15.0,3.0,19.0,1.0
2324,sg:31e15531a8cb4243857f447d48d4427d,Seventh Ave Baptist Church,37.796574,-122.248543,Oakland,CA,94606,06,06001,Alameda County,060014054012,62.0,47.0,28.0,34.0,23.0,22.0,16.0,37.5,3.0
2325,sg:31e376ad624f44eb860e0210d164a462,Koinonia Evangalistic Center,33.922426,-117.281199,Moreno Valley,CA,92553,06,06065,Riverside County,060650425052,23.0,33.0,27.0,21.0,13.0,11.0,12.0,30.0,3.0
2326,sg:31e90fd9599141559c2b1a32221fc915,Bible Baptist Church,38.093221,-122.221686,Vallejo,CA,94591,06,06095,Solano County,060952504002,73.0,70.0,43.0,41.0,34.0,32.0,37.0,56.5,4.0
2327,sg:31eaba07f8344198bdeedb6c4301cdf9,Beaumont Seventh Day Adventist Church,33.944998,-116.972125,Beaumont,CA,92223,06,06065,Riverside County,060650439001,30.0,43.0,39.0,31.0,10.0,12.0,12.0,41.0,3.0
2328,sg:31eb43374eb440fc8dd823a143fb8a8d,Community Church Big Bear,34.244310999999996,-116.90912800000001,Big Bear Lake,CA,92315,06,06071,San Bernardino County,060710112052,72.0,74.0,68.0,46.0,12.0,49.0,133.0,71.0,4.0
2329,sg:31fac2c326514ec6bbd5466ca96bcf07,Sylmar Seventh day Adventist Church,34.317412,-118.46141399999999,Sylmar,CA,91342,06,06037,Los Angeles County,060371064061,72.0,54.0,55.0,43.0,14.0,22.0,32.0,54.5,4.0
2330,sg:320f05f693654a44980cf46325cdee90,Faith Baptist Church of Atascadero,35.462921,-120.673121,Atascadero,CA,93422,06,06079,San Luis Obispo County,060790126005,4.0,6.0,0.0,1.0,1.0,6.0,5.0,3.0,0.0
2331,sg:3210e9f83c564eb48ff8f5eacb46ac14,Apostolic Faith Tabernacle,41.108708,-123.686347,Hoopa,CA,95546,06,06023,Humboldt County,060239400002,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2332,sg:321805546dfb408eb9941a1dfa82c3b7,Calvary Chapel Downey,33.915274,-118.115518,Downey,CA,90242,06,06037,Los Angeles County,060375518001,68.0,54.0,62.0,53.0,3.0,4.0,14.0,58.0,4.0
2333,sg:321a97c277fb40dc9d4393986c8ef55d,Ibrahim Khalilullah Islamic Center,37.520526000000004,-121.944677,Fremont,CA,94539,06,06001,Alameda County,060014422004,28.0,55.0,35.0,21.0,3.0,9.0,9.0,45.0,3.0
2334,sg:321f0f4d03634499bb2dcc1db3e02240,First Christian Church,33.744205,-116.97029199999999,Hemet,CA,92543,06,06065,Riverside County,060650434012,31.0,24.0,17.0,12.0,9.0,13.0,16.0,20.5,2.0
2335,sg:321f23cca8a44a9cad30826c2876d188,First True Vine Missionary Baptist Church,37.668433,-122.477498,Daly City,CA,94015,06,06081,San Mateo County,060816015021,1.0,5.0,4.0,3.0,0.0,0.0,0.0,4.5,0.0
2336,sg:32249e23f7044060b7303f9a8e779f8f,Family Bible Church,38.03049,-121.93925700000001,Bay Point,CA,94565,06,06013,Contra Costa County,060133141033,15.0,26.0,19.0,8.0,5.0,9.0,11.0,22.5,2.0
2337,sg:322576a0e8c74bb1909f1a15ae75441b,Three Cities Assembly Of God,37.576991,-122.343398,Burlingame,CA,94010,06,06081,San Mateo County,060816055003,21.0,22.0,18.0,22.0,2.0,6.0,8.0,20.0,2.0
2338,sg:322844a2439f4c338bf4155b0c0524be,New Heights Church,34.044967,-117.045448,Yucaipa,CA,92399,06,06071,San Bernardino County,060710087062,35.0,20.0,28.0,24.0,16.0,22.0,27.0,24.0,2.0
2339,sg:3229fb31ae58467295dd68708b227d18,Kingdom Hall Of Jehovah's Witnesses,33.909791999999996,-117.237528,Moreno Valley,CA,92553,06,06065,Riverside County,060650425101,211.0,195.0,247.0,184.0,107.0,81.0,65.0,221.0,5.0
2340,sg:322b0a1fd86644448e8ae5d75fb5b1a3,Lake County Bible Fellowship,39.046948,-122.91635500000001,Lakeport,CA,95453,06,06033,Lake County,060330004002,3.0,5.0,3.0,4.0,0.0,1.0,1.0,4.0,0.0
