,safegraph_place_id,location_name,latitude,longitude,city,region,postal_code,stateFIPS,countyFIPS,countyName,poi_cbg,2020-01,2020-02,2020-03,2020-04,base
819,sg:117cc93e1d2643588d43e2d0831867e9,Shiloh Church,37.792364,-122.208061,Oakland,CA,94602,06,06001,Alameda County,060014066012,60.0,55.0,49.0,26.0,57.5
820,sg:117d1fa5bdaf47769a11add456510508,Landmark Pentecostal Church of God,36.719579,-120.05092,Kerman,CA,93630,06,06019,Fresno County,060190040023,30.0,24.0,23.0,18.0,27.0
821,sg:11806899b7284b2b9196feb24e6d2a5b,True Workers Of The Holy Trinity House Of Prayer,33.932275,-118.273655,Los Angeles,CA,90061,06,06037,Los Angeles County,060372411101,54.0,56.0,36.0,22.0,55.0
822,sg:1180a3ced3ed4552bc59fbdafffee557,Santa Rosa Christian Church,38.453533,-122.706421,Santa Rosa,CA,95404,06,06097,Sonoma County,060971522013,31.0,23.0,22.0,12.0,27.0
823,sg:11968564911b407e9a187f0023a7605b,Sarang Community Church,33.848113,-117.961188,Anaheim,CA,92801,06,06059,Orange County,060590867011,402.0,431.0,134.0,47.0,416.5
824,sg:119c6a63a9404b098d5f2ee9c5cf93ee,Kaleo Christian Fellowship,37.774058,-122.157857,Oakland,CA,94605,06,06001,Alameda County,060014081002,36.0,50.0,27.0,16.0,43.0
825,sg:119d5300f19740b08eb05bd3e85142d0,Cornerstone Church,37.76303400000001,-122.422912,San Francisco,CA,94110,06,06075,San Francisco County,060750207001,63.0,68.0,35.0,14.0,65.5
827,sg:11a73ac066ad4149b74331265dd33cab,Rialto Bible Baptist Church,34.101868,-117.370832,Rialto,CA,92376,06,06071,San Bernardino County,060710037001,3.0,9.0,4.0,2.0,6.0
828,sg:11a7f85bc2d6489abfc32f2570dc1dea,Seventh Day Adventist Churches,37.700845,-120.99057,Modesto,CA,95356,06,06099,Stanislaus County,060990004042,13.0,16.0,6.0,4.0,14.5
829,sg:11b413292d8647cead5559a02a6cafb7,The Little Jesus Family La,34.049702,-118.28566,Los Angeles,CA,90006,06,06037,Los Angeles County,060372134021,120.0,98.0,91.0,50.0,109.0
830,sg:11b4f0f2b1d44dddad7c0e90081f4b6e,Calvary Community Church,34.152123,-118.808454,Westlake Village,CA,91362,06,06037,Los Angeles County,060378003311,858.0,815.0,534.0,33.0,836.5
831,sg:11bc214cb95249539ba5a1ea019c2d6d,First Southern Baptist Church,36.337015,-119.653922,Hanford,CA,93230,06,06031,Kings County,060310009002,36.0,22.0,25.0,7.0,29.0
832,sg:11c11854cdfa401491bcf3fb89270f60,Faith Christian Fellowship,37.932138,-122.04472,Walnut Creek,CA,94598,06,06013,Contra Costa County,060133382011,49.0,38.0,39.0,18.0,43.5
833,sg:11c45ae1795749dca3e6c517ff1d6c7b,Central Coast Baptist Church,36.665595,-121.806002,Marina,CA,93933,06,06053,Monterey County,060530141022,24.0,23.0,9.0,5.0,23.5
834,sg:11c742c6dbec493ca0a9a18e8b1ad51c,The Garden,35.379728,-119.012283,Bakersfield,CA,93301,06,06029,Kern County,060290016001,43.0,22.0,22.0,11.0,32.5
835,sg:11cb9e2bc48c4d6aa0110474b94b030b,Saint Columba Catholic Church,37.846649,-122.285557,Oakland,CA,94608,06,06001,Alameda County,060014008001,6.0,4.0,2.0,1.0,5.0
836,sg:11d0a44aaf284ffeb0906bb6cdf2431c,St Felicitas and Perpetua Church,34.127181,-118.092032,San Marino,CA,91108,06,06037,Los Angeles County,060374642002,77.0,65.0,36.0,6.0,71.0
837,sg:11da7942a19b4e98be23e3b777fac645,South Whittier Assembly of God,33.923083,-118.041695,Whittier,CA,90605,06,06037,Los Angeles County,060375031034,14.0,12.0,8.0,3.0,13.0
838,sg:11db17c5a42148c281cb108eca8fe74a,Bread of Life Christian Church,34.021281,-117.675824,Chino,CA,91710,06,06071,San Bernardino County,060710006041,56.0,39.0,45.0,18.0,47.5
839,sg:11db604ee29e4502861976f7da69c30c,Parish of St Tikhon of Zadonsk,37.776981,-122.473556,San Francisco,CA,94118,06,06075,San Francisco County,060750476002,42.0,49.0,31.0,12.0,45.5
840,sg:11e140432dd44440ae6649503c9e24c5,Woodland Hills United Methodist Church,34.173113,-118.613533,Woodland Hills,CA,91367,06,06037,Los Angeles County,060371372011,14.0,18.0,3.0,0.0,16.0
842,sg:11e94bb0245b48959d38d127517f283a,First Christian Church of Wilmington,33.798434,-118.267296,Wilmington,CA,90744,06,06037,Los Angeles County,060372942001,3.0,8.0,11.0,5.0,5.5
843,sg:11ef0dfbfbc9494daf7285f0befbe7ac,Gospel Defenders Church,37.330269,-120.528537,Merced,CA,95348,06,06047,Merced County,060470009024,40.0,35.0,32.0,16.0,37.5
844,sg:11f2223554814961892272d2229f9bc9,Pathway Christian Church,33.934155,-117.38318999999998,Riverside,CA,92506,06,06065,Riverside County,060650312004,49.0,42.0,45.0,12.0,45.5
845,sg:11f292cd58d84aed8eb4e2540de0e5b2,Anchor Community Church,34.016868,-117.861351,Walnut,CA,91789,06,06037,Los Angeles County,060374034021,91.0,90.0,59.0,12.0,90.5
846,sg:11f475694edd40f79adaf5d86790e254,Church In The Forest,36.582599,-121.950006,Pebble Beach,CA,93953,06,06053,Monterey County,060530119002,92.0,82.0,35.0,7.0,87.0
847,sg:11f9985dc89c4632b81488b49e78a055,Valley Bible Church,37.322954,-120.468039,Merced,CA,95340,06,06047,Merced County,060470011012,53.0,50.0,35.0,25.0,51.5
848,sg:11fb572a66234643aedeba2972a5fcd7,St George's Episcopal Church,38.647633,-121.333554,Carmichael,CA,95608,06,06067,Sacramento County,060670076013,26.0,24.0,14.0,2.0,25.0
849,sg:11fbcab874fa456fa341216e26db9720,Victory Outreach Boyle Heights,34.031765,-118.165836,Los Angeles,CA,90022,06,06037,Los Angeles County,060375315041,54.0,48.0,26.0,16.0,51.0
850,sg:11ff471fb2c7440ab423ee60ad2b9156,The Church of Jesus Christ of Latter day Saints,34.674296000000005,-118.1876,Lancaster,CA,93536,06,06037,Los Angeles County,060379010102,104.0,139.0,71.0,17.0,121.5
851,sg:1204cb0edf6a424e8d412c3effbbe3c0,Bible Baptist Church,32.674086,-117.077944,National City,CA,91950,06,06073,San Diego County,060730121022,19.0,13.0,8.0,2.0,16.0
852,sg:12063663a08147f8869d0a97f82b9616,College Park Church of God,33.791011,-118.108286,Long Beach,CA,90815,06,06037,Los Angeles County,060375743007,22.0,20.0,15.0,12.0,21.0
853,sg:1207bb1b0cb64a78af016bb499dc83eb,Chapel of Peace Ont Church,33.991543,-118.29172,Los Angeles,CA,90037,06,06037,Los Angeles County,060372326001,4.0,7.0,2.0,4.0,5.5
854,sg:120b47d0c1d848348d5a73b33f8e07f5,Bethlehem Church of God Holiness,34.011117,-118.341133,Los Angeles,CA,90008,06,06037,Los Angeles County,060372361003,31.0,18.0,17.0,7.0,24.5
855,sg:1212cc89266e46d9ad9f3046081d06df,Bible Baptist Church,40.14248,-120.157337,Herlong,CA,96113,06,06035,Lassen County,060350406001,5.0,6.0,9.0,6.0,5.5
856,sg:121364c6de6f4e93ba22c87799c252ae,Vineyard Christian Fellowship Oxnard,34.220682000000004,-119.155792,Oxnard,CA,93036,06,06111,Ventura County,061110049021,10.0,10.0,5.0,1.0,10.0
857,sg:1218c2c202204fec9aae566b202c003e,Light Ministries,38.013824,-121.81222,Antioch,CA,94509,06,06013,Contra Costa County,060133050003,61.0,51.0,48.0,37.0,56.0
858,sg:121aa5a10fa4407abba49be062a149fb,La Mirada Korean Presbyterian Church,33.919506,-118.011554,La Mirada,CA,90638,06,06037,Los Angeles County,060375036011,27.0,26.0,15.0,7.0,26.5
859,sg:121c189f8ba741aaa159e4f90fbc2be2,Leisure World Community Church,33.761345,-118.079487,Seal Beach,CA,90740,06,06059,Orange County,060590995102,31.0,27.0,14.0,4.0,29.0
860,sg:121d8c75e6c8455c8c5c924fe4bcbbb4,St Mary Catholic Parish,37.01501500000001,-121.573113,Gilroy,CA,95020,06,06085,Santa Clara County,060855125062,131.0,131.0,60.0,7.0,131.0
861,sg:122550916a5c4a6fbda6441593bb1510,The Church of Jesus Christ of Latter day Saints,34.019956,-118.425654,Los Angeles,CA,90066,06,06037,Los Angeles County,060372716004,132.0,92.0,85.0,22.0,112.0
862,sg:12275323929b4c649b03867210c4fe66,Bethlehem Church of Christ Holiness,34.17228,-118.150408,Pasadena,CA,91103,06,06037,Los Angeles County,060374615022,11.0,10.0,2.0,2.0,10.5
863,sg:12291765160f47dd803f33f487d62ee6,Champion the Light Ministries,34.044432,-117.981603,La Puente,CA,91746,06,06037,Los Angeles County,060374071021,31.0,28.0,18.0,7.0,29.5
864,sg:122b7fd9cdea4519862e86b5fd7e995b,Community Church of God In Christ,33.997157,-118.264997,Los Angeles,CA,90011,06,06037,Los Angeles County,060372292002,59.0,38.0,30.0,11.0,48.5
865,sg:12364b97a0884505bdf66822bb514750,Calvary Chapel Fortuna,40.599731,-124.158001,Fortuna,CA,95540,06,06023,Humboldt County,060230108003,51.0,30.0,28.0,14.0,40.5
866,sg:1236e56f8b8d4a5abf174acc079e297e,Gospel Community Church,37.775528,-122.191975,Oakland,CA,94605,06,06001,Alameda County,060014077004,28.0,29.0,29.0,19.0,28.5
867,sg:1237c9966def46db9a9aa543c97ca91d,Davis Community Church,38.545991,-121.743479,Davis,CA,95616,06,06113,Yolo County,061130107014,17.0,19.0,9.0,0.0,18.0
868,sg:12453c344d0f485d94d7d8563ab1263e,Grace Filipino Christian,33.872301,-118.128765,Bellflower,CA,90706,06,06037,Los Angeles County,060375544042,45.0,33.0,22.0,11.0,39.0
870,sg:124b1f5875064799a238d88ba7a2f76b,Church of Christ,36.575857,-119.604312,Selma,CA,93662,06,06019,Fresno County,060190070021,40.0,23.0,21.0,26.0,31.5
871,sg:12592d5977a34d47a3a15b64711343b6,Hi Thanh Tin Lanh Westminster,33.76685,-118.003798,Westminster,CA,92683,06,06059,Orange County,060590999041,82.0,60.0,49.0,23.0,71.0
872,sg:126d5cfbe1234206958114ca81f28d30,St Bernadette Catholic Church,34.007765,-118.342026,Los Angeles,CA,90008,06,06037,Los Angeles County,060372361002,26.0,37.0,21.0,5.0,31.5
874,sg:1280db32653f4263af3497ac5a063eb1,Hungarian Penticostal Church,38.721,-121.279284,Roseville,CA,95661,06,06061,Placer County,060610207141,9.0,10.0,10.0,8.0,9.5
875,sg:12874ff1aa344cc790a994ff7bdf5bb4,Tahl Mah Sah Buddhist Monastery & Temple of America,34.053243,-118.314776,Los Angeles,CA,90019,06,06037,Los Angeles County,060372131002,41.0,30.0,24.0,13.0,35.5
876,sg:1287d4e3c7ec46adbf6475e4d2f2abee,Lifehouse Church,34.22121,-118.533423,Northridge,CA,91325,06,06037,Los Angeles County,060371154031,49.0,48.0,27.0,9.0,48.5
878,sg:128cba78fe994cc0afe02faf547e7b5e,Salon Del Reino,36.319176,-119.291193,Visalia,CA,93277,06,06107,Tulare County,061070017014,26.0,15.0,10.0,9.0,20.5
879,sg:128fb9d3015d4cf09f7d0474386d1894,Blessed Sacrament Church,38.017028,-122.130545,Martinez,CA,94553,06,06013,Contra Costa County,060133170001,37.0,28.0,23.0,12.0,32.5
880,sg:12958370a8654de293dd9755c9577832,Saint Matthew's Lutheran Church Missouri Synod,37.968051,-120.340644,Sonora,CA,95370,06,06109,Tuolumne County,061090051006,10.0,13.0,12.0,2.0,11.5
881,sg:129caf3a587749cc8fa7b972def28529,St Andrews Newman Center,33.976088,-117.314136,Riverside,CA,92507,06,06065,Riverside County,060650422133,44.0,38.0,29.0,4.0,41.0
882,sg:12a0276d3fd34f2cbe8be312565e7e4f,Christian Body Life Fellowship Church,38.346098,-121.971582,Vacaville,CA,95687,06,06095,Solano County,060952531061,8.0,15.0,24.0,6.0,11.5
883,sg:12a635a9eb6c40dd999173a8887c0c3d,Carmenita Baptist Church,33.900725,-118.048963,Norwalk,CA,90650,06,06037,Los Angeles County,060375524001,56.0,42.0,24.0,21.0,49.0
884,sg:12a73c135fb74a26900f6f99ea19cf41,Christ Church Lafayette,37.892416,-122.103112,Lafayette,CA,94549,06,06013,Contra Costa County,060133490003,13.0,12.0,5.0,0.0,12.5
885,sg:12a8b1021b5d493eb1637ba69c57d5c0,Full Gospel Community Church,38.42022100000001,-121.392972,Elk Grove,CA,95624,06,06067,Sacramento County,060670093082,17.0,10.0,10.0,4.0,13.5
886,sg:12ab3bf9102e40d28b4fc0f1ed3f5ff0,River of Life Christian Church,37.379778,-121.952779,Santa Clara,CA,95054,06,06085,Santa Clara County,060855050071,31.0,16.0,11.0,1.0,23.5
887,sg:12af75141c4a453db414289890d889c9,Sacred Heart Retreat House,34.105238,-118.120599,Alhambra,CA,91801,06,06037,Los Angeles County,060374803021,37.0,39.0,16.0,14.0,38.0
888,sg:12afbca167bb4de093dda0744f477ec6,Valley Baptist Church,37.71365,-122.409545,San Francisco,CA,94134,06,06075,San Francisco County,060750264012,43.0,37.0,37.0,21.0,40.0
889,sg:12b2a05392154c8b8e346a5499ccc332,Faith Lutheran Church of Anaheim,33.825188,-117.960281,Anaheim,CA,92804,06,06059,Orange County,060590871011,5.0,6.0,5.0,0.0,5.5
890,sg:12b8261e5908485b82c93113fdb3ee58,St Aloysius Gonzaga,33.96812,-118.236605,Los Angeles,CA,90001,06,06037,Los Angeles County,060375349002,57.0,70.0,35.0,9.0,63.5
892,sg:12d9bba3951648458e156632d4bafecb,The Islamic Center of Sacramento,38.57097,-121.506111,Sacramento,CA,95818,06,06067,Sacramento County,060670021001,36.0,31.0,27.0,20.0,33.5
893,sg:12da5b4518a049778a18783054fbc8cb,Corralitos Community Church,36.988293,-121.805032,Watsonville,CA,95076,06,06087,Santa Cruz County,060871224002,31.0,28.0,22.0,9.0,29.5
894,sg:12dbb3c8baff4415ac6c6bfab2655c4f,Evergreen SGV,34.044094,-117.996684,La Puente,CA,91746,06,06037,Los Angeles County,060374083011,30.0,18.0,12.0,4.0,24.0
895,sg:12eb25cd6b514413aac9a7dec2e8fede,St John Baptist Church,38.115673,-122.25606100000002,Vallejo,CA,94590,06,06095,Solano County,060952517011,33.0,17.0,20.0,18.0,25.0
896,sg:12ef44375beb4d26be97f4cd6fde7b7c,Crosswalk Community Church,38.300434,-122.304533,Napa,CA,94558,06,06055,Napa County,060552007052,37.0,33.0,20.0,4.0,35.0
897,sg:12f2630be81f4856b3718f98326d0d7f,Greater New Beginning Missionary Baptist Church,33.906007,-118.189859,Compton,CA,90221,06,06037,Los Angeles County,060375418022,64.0,53.0,56.0,38.0,58.5
898,sg:12f62085800f41e990dda5cd80e3df8a,First Presbyterian Church,37.741277,-121.424493,Tracy,CA,95376,06,06077,San Joaquin County,060770053025,2.0,10.0,1.0,1.0,6.0
899,sg:12fbef575d754c6890532400f2938c65,Our Lady Of Guadalupe Hall,32.669073,-115.497133,Calexico,CA,92231,06,06025,Imperial County,060250121003,25.0,29.0,20.0,1.0,27.0
900,sg:12fc28f56de84e3088bd8b78afc34bfb,United Church Of Cloverdale,38.810072,-123.021045,Cloverdale,CA,95425,06,06097,Sonoma County,060971542023,33.0,24.0,10.0,10.0,28.5
901,sg:12ff75d7523b4686b249e2d42d52837a,Trinity United Methodist Church,35.381923,-118.989705,Bakersfield,CA,93305,06,06029,Kern County,060290013002,52.0,57.0,34.0,12.0,54.5
902,sg:130004b60cd24b0d837f662c86a7100e,Park Church,33.823174,-118.073222,Long Beach,CA,90808,06,06037,Los Angeles County,060375552113,111.0,84.0,69.0,47.0,97.5
903,sg:130319622a43438f8d3b8c82245d0506,First Presbyterian Church,34.079895,-117.620026,Ontario,CA,91764,06,06071,San Bernardino County,060710013051,20.0,10.0,5.0,1.0,15.0
904,sg:1304684efdc441ddb5c755029944fee5,Thien Vien Sung Nghiem,33.794822,-117.975856,Garden Grove,CA,92841,06,06059,Orange County,060590880012,38.0,31.0,17.0,14.0,34.5
905,sg:1306bc36b22b4f6c8e4a3c4f9ef19b66,St Dorothy's Rest,38.428674,-122.965309,Camp Meeker,CA,95419,06,06097,Sonoma County,060971543021,8.0,7.0,5.0,3.0,7.5
906,sg:130c6a4f86c8466d850414d0a9ca6222,East Hills Community Church,33.894628000000004,-117.299154,Riverside,CA,92508,06,06065,Riverside County,060650420131,58.0,79.0,80.0,38.0,68.5
907,sg:13167e6608194a75830cad329f679974,Amazing Grace Lutheran Church,33.851409000000004,-117.570823,Corona,CA,92882,06,06065,Riverside County,060650418083,24.0,69.0,28.0,11.0,46.5
909,sg:13256e1b0290450aaf3a7b46e2333c9f,St Theresa Catholic Church,38.93816500000001,-119.975757,South Lake Tahoe,CA,96150,06,06017,El Dorado County,060170302002,37.0,36.0,14.0,4.0,36.5
910,sg:1329021b384346fdaa92869f6bb994fc,Branch Church,32.836634000000004,-117.181241,San Diego,CA,92117,06,06073,San Diego County,060730085051,153.0,193.0,71.0,0.0,173.0
912,sg:1332cfb2e2bd4333bbc2644a93d841dd,All Nations Church,34.272117,-118.344649,Lake View Terrace,CA,91342,06,06037,Los Angeles County,060371032002,432.0,424.0,247.0,43.0,428.0
913,sg:133468026c484b7db1457913ddf52fa3,Church of the Living God,33.953615,-118.269784,Los Angeles,CA,90003,06,06037,Los Angeles County,060372400201,34.0,31.0,12.0,13.0,32.5
915,sg:13379dae09314179a099ca0805312bfa,Fellowship Church,37.963606,-121.764545,Antioch,CA,94531,06,06013,Contra Costa County,060133551102,435.0,373.0,223.0,16.0,404.0
916,sg:133b8a2944ca419f8378ede55f3e6364,Lighthouse Christian Center,34.285784,-118.441101,San Fernando,CA,91340,06,06037,Los Angeles County,060373202013,24.0,17.0,12.0,6.0,20.5
917,sg:1342da7d362c422a9868b3d274c5ee06,Corpus Christi Catholic Church,39.152323,-120.146481,Tahoe City,CA,96145,06,06061,Placer County,060610222002,30.0,26.0,20.0,7.0,28.0
918,sg:134352d2b1fb4f67ae8a4bf959ad024a,Iglesia El Shaddai,34.199079,-118.593955,Canoga Park,CA,91303,06,06037,Los Angeles County,060371345202,73.0,51.0,46.0,30.0,62.0
919,sg:134604eb129243c780575282c8513eb4,Unitarian Universalist Church of Ventura,34.259819,-119.215281,Ventura,CA,93003,06,06111,Ventura County,061110015022,14.0,9.0,6.0,4.0,11.5
920,sg:1346b9e221fe4a15bd36ef6a245c69d0,Emmanuel Baptist Church,37.377787,-121.83858700000002,San Jose,CA,95127,06,06085,Santa Clara County,060855038042,35.0,30.0,11.0,2.0,32.5
922,sg:134e6258ab194bb4af2d5fe123a0d653,Ascend Malibu Fellowship,34.03878,-118.69898,Malibu,CA,90265,0,0,0,0,28.0,30.0,38.0,4.0,29.0
923,sg:1358d0aa5ceb4d90b3e655af3174cbd0,The Church of Jesus Christ of Latter day Saints,37.702335,-121.04914,Modesto,CA,95356,06,06099,Stanislaus County,060990005041,41.0,31.0,24.0,9.0,36.0
924,sg:1366b28ff5d24ef5a49b1e2556ea4256,St Rose Of Lima Church,34.265015000000005,-118.774042,Simi Valley,CA,93065,06,06111,Ventura County,061110078002,394.0,479.0,225.0,72.0,436.5
925,sg:136786b0135b406aaabb5f01db19e563,Jehovah's Witnesses,35.134821,-119.465184,Taft,CA,93268,06,06029,Kern County,060290036003,55.0,42.0,40.0,26.0,48.5
926,sg:136e53fc24824450aa7a234d40f2a77c,Saints Simon & Jude Catholic Church,33.665353,-117.970639,Huntington Beach,CA,92646,06,06059,Orange County,060590992371,743.0,1254.0,269.0,62.0,998.5
927,sg:13702d595dfa401b9c689e4ffd3117a3,Living Faith Community Church,37.709367,-120.941055,Modesto,CA,95357,06,06099,Stanislaus County,060990004022,19.0,7.0,8.0,3.0,13.0
928,sg:137550b72dbd42158a47f7a6488c0d4c,Immanuel Church,38.677389,-121.376038,North Highlands,CA,95660,06,06067,Sacramento County,060670074031,61.0,51.0,51.0,7.0,56.0
929,sg:1376fbe34081408fa26e48bcd85a6894,Southbay Chinese Baptist Church,37.376916,-121.839397,San Jose,CA,95133,06,06085,Santa Clara County,060855038042,78.0,62.0,47.0,33.0,70.0
930,sg:137ab966e7584249b7f69b36701c4c3e,Alliance Church of Ontario,34.02106,-117.598559,Ontario,CA,91761,06,06071,San Bernardino County,060710018093,9.0,9.0,5.0,1.0,9.0
931,sg:137af3f5367543a18ff154793f763ea8,Greater Harvest Church of God In Christ,33.781561,-118.182532,Long Beach,CA,90813,06,06037,Los Angeles County,060375763023,48.0,40.0,31.0,24.0,44.0
932,sg:137c712b3801478395c02c4f0fbc6c36,Church of Christ,37.608425,-120.870867,Hughson,CA,95326,06,06099,Stanislaus County,060990029022,20.0,31.0,33.0,13.0,25.5
933,sg:137f34d68cbc42ca92e163ccc0b1b1e0,Foursquare Gospel Church New Life Chapel,34.436278,-117.31396200000002,Hesperia,CA,92345,06,06071,San Bernardino County,060710100152,10.0,6.0,5.0,2.0,8.0
934,sg:1380af70f7264ba08d4a79d7ca206f40,Korean Baptist Church of Sonoma County,38.32689,-122.708377,Cotati,CA,94931,06,06097,Sonoma County,060971512043,5.0,5.0,1.0,0.0,5.0
935,sg:138550817eea492585bcf3a7ca12ec4b,Thousand Oaks Baptist Church,34.216148,-118.865784,Thousand Oaks,CA,91360,06,06111,Ventura County,061110065002,30.0,27.0,29.0,7.0,28.5
936,sg:1385fb9f304b42358f8ae4db5f393e73,Saddleback Church,33.457835,-117.585752,San Clemente,CA,92673,06,06059,Orange County,060590320232,100.0,89.0,55.0,31.0,94.5
937,sg:13868570dc2d45dabd4029402efe3b1f,Jah Healing Cannabis Church,34.260944,-116.843308,Big Bear City,CA,92315,06,06071,San Bernardino County,060710114014,135.0,81.0,68.0,47.0,108.0
938,sg:1386a2f271684464bb8692b931bf8803,Jubilee Sacramento Valley Church,38.63817,-121.457971,Sacramento,CA,95838,06,06067,Sacramento County,060670067021,53.0,51.0,35.0,25.0,52.0
939,sg:138f7322b8ea4116a7dfd0255de718ea,The Church On The Way Santa Clarita,34.4204,-118.544964,Santa Clarita,CA,91355,06,06037,Los Angeles County,060379201152,83.0,107.0,57.0,6.0,95.0
940,sg:1392806fd76b4cd1bcc5c362c14c4dc1,Alpha & Omega Church of God In Christ,38.014422,-121.872582,Pittsburg,CA,94565,06,06013,Contra Costa County,060133120001,47.0,49.0,32.0,23.0,48.0
941,sg:139889b06360476d913f85b21cec6a1a,Menifee Valley Church,33.670526,-117.207258,Menifee,CA,92584,06,06065,Riverside County,060650427331,61.0,59.0,34.0,9.0,60.0
942,sg:139f5ed5eff04091a6b597690c183267,St Paul's Evangelical Lutheran Church,38.115638,-122.237527,Vallejo,CA,94590,06,06095,Solano County,060952513003,34.0,25.0,20.0,13.0,29.5
943,sg:13a1e97c380b4766b42056f9d35cab3b,Sandals Church,34.004338,-117.31158899999998,Riverside,CA,92507,06,06065,Riverside County,060650422142,327.0,248.0,127.0,13.0,287.5
944,sg:13b29f3b751d47f19a5eb6a0d73e1ed3,The Church of Jesus Christ of Latter day Saints,35.50770100000001,-120.696676,Atascadero,CA,93422,06,06079,San Luis Obispo County,060790126001,41.0,53.0,33.0,11.0,47.0
945,sg:13b567ba8eec4edea98420c36c57cf24,Colinas Buena Vista Cong 's Of Jehovah's Witnesses,33.871803,-117.548612,Corona,CA,92879,06,06065,Riverside County,060650416002,63.0,55.0,38.0,20.0,59.0
946,sg:13b7a255eadc4ae7a0868316b11242d1,Assembly of God,33.793958,-118.275514,Wilmington,CA,90744,06,06037,Los Angeles County,060372943012,69.0,64.0,40.0,14.0,66.5
947,sg:13be36a234354c428246b437ae819759,The Village Chapel,34.704640000000005,-120.465034,Lompoc,CA,93436,06,06083,Santa Barbara County,060830028083,31.0,36.0,35.0,12.0,33.5
948,sg:13c04a621b524966af8ef55a134acad9,El Cerrito Chinese Christian Church,37.909597,-122.301415,El Cerrito,CA,94530,06,06013,Contra Costa County,060133880002,4.0,5.0,4.0,3.0,4.5
949,sg:13c49e239def47229e68150dc91e78ff,Bilal Islamic Center,34.010677,-118.255762,Los Angeles,CA,90011,06,06037,Los Angeles County,060372282102,15.0,17.0,14.0,9.0,16.0
950,sg:13c8467268194c6ba207e81ebb77679a,Neue Church,34.274460999999995,-119.236196,Ventura,CA,93003,06,06111,Ventura County,061110027002,65.0,54.0,36.0,9.0,59.5
952,sg:13d13e389b874960a46eb5bec8eb29a9,Chinese Christain Church Music Institute,37.460525,-122.22655,Redwood City,CA,94061,06,06081,San Mateo County,060816110004,9.0,8.0,5.0,3.0,8.5
953,sg:13d77d9fb9184928b44d587afbf970cf,San Roque Catholic Church,34.444226,-119.732136,Santa Barbara,CA,93105,06,06083,Santa Barbara County,060830005024,25.0,31.0,19.0,2.0,28.0
954,sg:13dca7a8aaeb4be3b9e9a6e858f6fa47,Discovery Church,38.34422,-122.687128,Rohnert Park,CA,94928,06,06097,Sonoma County,060971513062,174.0,103.0,72.0,14.0,138.5
955,sg:13e000e554054564b9fabfeb89f20809,Presbyterian Church of the Covenant of Costa Mesa,33.675139,-117.907342,Costa Mesa,CA,92626,06,06059,Orange County,060590639041,174.0,250.0,121.0,14.0,212.0
958,sg:13f4932ea5c24e0fae8a4b85d23c1e16,Mount Olive Lutheran Church,38.681203,-121.157201,Folsom,CA,95630,06,06067,Sacramento County,060670084022,37.0,34.0,31.0,16.0,35.5
959,sg:13f79927af6f4f42a7057b2d279c3fb7,New Antioch Church of God In Christ,33.968132000000004,-118.291266,Los Angeles,CA,90044,06,06037,Los Angeles County,060372377201,126.0,123.0,92.0,59.0,124.5
960,sg:14005b7e265a46758eb595da6ba8ad22,Our Lady of the Valley Catholic Church,34.199443,-118.60637,Canoga Park,CA,91303,06,06037,Los Angeles County,060371343032,148.0,182.0,69.0,13.0,165.0
961,sg:14069b31ef8140a39d442340f7f379f7,Cross Word Christian Church,33.946144,-117.290808,Moreno Valley,CA,92557,06,06065,Riverside County,060650422121,127.0,120.0,70.0,19.0,123.5
962,sg:1408354a6b5147b69bbb2f4bd4907c39,Cerritos Presbyterian Church,33.870132,-118.081111,Artesia,CA,90701,06,06037,Los Angeles County,060375548022,193.0,149.0,95.0,24.0,171.0
963,sg:1408c888e22440d9b95138468da5e142,Church of Christ,33.891496999999994,-118.082914,Norwalk,CA,90650,06,06037,Los Angeles County,060375529001,3.0,6.0,6.0,4.0,4.5
964,sg:140b90d2a4d6494b920e17d9a787d1dd,Gospel Light Baptist Church,39.444069,-123.801253,Fort Bragg,CA,95437,06,06045,Mendocino County,060450104003,14.0,20.0,14.0,7.0,17.0
966,sg:140cb3374f254793a83d3985334d9ed5,Vietnamese Alliance Church,34.039702,-118.041516,South El Monte,CA,91733,06,06037,Los Angeles County,060374338021,62.0,52.0,35.0,17.0,57.0
967,sg:140f6580c769472ba38e689128160c12,Bethel Korean Church,33.658732,-117.839308,Irvine,CA,92612,06,06059,Orange County,060590626113,371.0,339.0,176.0,28.0,355.0
968,sg:1411289a52af489eb4e67ef479de44b1,Lugar De Encuentro,32.750184999999995,-116.994029,Spring Valley,CA,91977,06,06073,San Diego County,060730137011,71.0,59.0,58.0,22.0,65.0
969,sg:1413d70e729846db80643734d094a5df,Apostolic Christian Fellowship,33.970704,-118.331122,Los Angeles,CA,90043,06,06037,Los Angeles County,060372352023,7.0,5.0,6.0,6.0,6.0
970,sg:141d1e99e5d843ac9002e1c11390e2e6,St Brenden's Catholic Community,32.695099,-117.125136,San Diego,CA,92113,06,06073,San Diego County,060730039022,36.0,20.0,40.0,16.0,28.0
971,sg:141d56a3dba74588b2661e1af8b956eb,Thien Vien Chan Nguyen Buddhist Meditation Center,34.624969,-117.424785,Adelanto,CA,92301,06,06071,San Bernardino County,060710091172,269.0,135.0,18.0,11.0,202.0
